track;title;album;artist;Release Date;Duration (ms);Popularity;Added By;Added At;Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature
1;Ich bin ein Döner - Single Version;Ich Bin Ein Döner;Tim Toupet;2008-01-01;187360;45;spotify:user:1157078569;2023-07-28T22:46:06Z;discofox,partyschlager;807;999;7;-1.735;1;125;0.08;0;323;659;138.022;4
